month,moneyNeeded,promoted,moneyCollected,daysSpent,daysRequired,category,coverage
2,870000,False,124016,27,6,Medicine,245344
11,518000,True,619159,8,8,Medicine,489259
4,773000,True,782368,17,19,Military,229770
4,28000,True,27695,24,8,Other,10000
3,567000,True,525975,29,27,Other,141421
10,71000,True,59063,23,7,Humanitarian,3244
12,753000,False,544664,22,22,Humanitarian,10000
7,234000,True,189582,3,25,Other,10000
3,108000,False,55664,30,29,Other,3632914
9,117000,False,84019,5,17,Medicine,124540
4,556000,True,596459,28,29,Military,10000
4,541000,True,555781,29,2,Other,156357
3,973000,True,899605,27,7,Other,193756
3,202000,True,209432,4,24,Humanitarian,480572
7,931000,True,756614,22,15,Other,113929
7,734000,True,666429,1,19,Military,237923
5,229000,False,144391,3,6,Humanitarian,10000
6,741000,False,639521,15,1,Humanitarian,396733
11,948000,False,198727,7,17,Humanitarian,493487
9,986000,True,872423,25,26,Other,10000
11,478000,True,510150,15,20,Military,10000
9,225000,False,92445,24,9,Military,10000
3,937000,False,526401,20,2,Other,261876
10,227000,False,202469,1,9,Humanitarian,10000
4,865000,True,902946,26,14,Humanitarian,167063
9,519000,False,216500,25,20,Medicine,10000
12,626000,True,531815,6,6,Humanitarian,10000
1,964000,False,619242,31,30,Humanitarian,10000
7,994000,False,842460,19,10,Military,10000
5,267000,True,275644,2,8,Other,10000
5,562000,False,289158,6,18,Humanitarian,10000
7,161000,False,20142,16,2,Other,116277
10,311000,False,105926,21,21,Humanitarian,498279
6,411000,True,340037,12,26,Medicine,369156
2,30000,False,3697,16,23,Military,10000
4,786000,True,806135,1,4,Other,10000
5,254000,False,189231,4,13,Military,10000
5,758000,True,759893,3,8,Military,5958
9,818000,True,758710,30,7,Humanitarian,10000
9,555000,True,524242,31,1,Medicine,197843
9,976000,True,912582,22,24,Medicine,10000
6,951000,True,975543,27,8,Humanitarian,10000
8,740000,True,740520,14,25,Military,317370
4,715000,False,251448,24,20,Military,374164
6,821000,True,697416,15,18,Military,395658
8,941000,False,699054,4,1,Military,10000
3,959000,False,232582,16,6,Other,10000
4,266000,False,34621,25,25,Other,196410
1,634000,False,370328,26,31,Military,10000
3,639000,False,341681,16,7,Medicine,200778
8,943000,False,369002,26,5,Medicine,235374
6,933000,True,866241,18,20,Humanitarian,10000
3,729000,True,588862,30,24,Medicine,244663
12,395000,True,325687,15,27,Military,10000
7,887000,False,516516,26,7,Other,480579
8,280000,True,242974,19,28,Humanitarian,10000
6,278000,False,254774,10,18,Humanitarian,10000
11,156000,False,14381,4,27,Other,10000
1,724000,False,582808,2,24,Medicine,216046
7,589000,False,360527,3,11,Other,10000
1,495000,True,483119,22,17,Other,10000
12,137000,True,151874,12,7,Military,452909
2,463000,True,532532,13,13,Military,5246
1,50000,False,41857,9,4,Humanitarian,6843011
1,276000,True,319084,26,13,Military,10000
5,929000,True,854502,3,5,Humanitarian,1154
10,956000,True,948095,14,31,Medicine,406695
11,226000,False,175616,24,11,Medicine,168162
6,964000,True,1001132,31,26,Other,10000
5,256000,True,256047,17,14,Other,10000
3,268000,False,78610,17,8,Humanitarian,374257
5,584000,False,521597,30,5,Humanitarian,389679
11,521000,True,481296,23,28,Humanitarian,3001
8,470000,False,268444,23,5,Other,10000
9,679000,True,568400,11,4,Humanitarian,11
4,252000,True,269781,2,9,Humanitarian,345624
7,114000,True,129964,25,30,Medicine,10000
10,498000,True,456580,10,18,Humanitarian,307901
5,794000,True,902788,12,19,Medicine,10000
2,301000,False,212692,17,23,Other,10000
12,99000,True,99924,19,15,Medicine,10000
6,941000,True,1110386,28,11,Military,10000
5,735000,False,77642,27,14,Military,10000
1,145000,True,121540,5,9,Other,478
3,921000,True,859480,30,10,Other,1330
3,431000,True,441984,16,10,Other,10000
5,469000,False,352120,14,17,Military,498689
6,49000,True,39281,27,27,Other,5378
10,4000,True,22723,1,2,Military,358104
5,277000,True,277599,15,4,Medicine,396490
5,3000,True,3281,9,28,Other,10000
12,484000,False,453432,13,7,Military,321267
9,457000,True,433925,16,18,Other,10000
3,405000,False,206358,25,8,Medicine,483151
9,910000,True,1082717,28,26,Medicine,10000
9,59000,False,432,31,7,Military,10000
1,22000,False,1836,25,7,Other,162589
8,89000,False,66845,4,19,Military,260296
10,791000,False,211250,7,19,Other,480042
9,173000,True,184879,5,6,Military,10000
11,142000,True,121098,31,12,Medicine,311818
9,740000,True,766323,30,31,Military,10000
6,954000,True,1040294,27,2,Medicine,10000
12,977000,True,1013653,21,9,Military,109671
10,110000,True,109297,16,31,Other,10000
3,712000,True,733010,7,6,Other,6842
2,494000,True,567310,19,31,Humanitarian,10000
5,642000,True,756025,25,21,Humanitarian,10000
9,326000,True,389052,1,3,Military,10000
7,911000,True,1017772,15,26,Humanitarian,179595
11,394000,True,342158,18,15,Humanitarian,213252
12,24000,True,26042,31,17,Humanitarian,8687152
2,655000,True,745920,5,24,Humanitarian,281339
11,903000,True,899011,31,22,Humanitarian,10000
1,234000,True,233051,16,29,Humanitarian,10000
10,694000,False,583599,22,30,Other,240054
2,489000,True,562785,3,3,Other,10000
10,280000,False,279354,12,16,Humanitarian,10000
1,361000,True,329837,20,6,Other,10000
2,161000,True,185797,5,12,Humanitarian,10000
1,296000,True,315301,13,17,Military,10000
6,514000,True,594894,7,9,Medicine,447056
6,459000,False,276810,17,13,Humanitarian,10000
5,546000,True,467756,5,3,Humanitarian,459501
6,164000,True,193441,29,14,Humanitarian,10000
8,649000,True,741934,12,14,Humanitarian,10000
1,490000,True,446916,11,2,Humanitarian,10000
6,232000,True,253485,16,21,Military,10000
1,551000,False,327817,7,20,Military,10000
2,881000,False,319400,16,31,Medicine,3146
6,292000,False,9831,15,23,Military,150894
12,700000,False,411200,8,25,Other,6662
8,997000,False,595230,4,31,Military,10000
9,213000,False,101299,17,16,Military,10000
2,376000,False,115747,25,28,Other,418655
6,65000,True,53609,6,3,Medicine,10000
5,967000,True,908701,27,13,Medicine,385619
4,606000,True,624806,8,10,Military,328730
10,411000,False,51197,4,12,Other,10000
6,477000,True,565312,30,29,Other,374787
1,903000,False,678119,1,26,Military,435960
1,526000,True,578255,25,21,Humanitarian,185746
8,158000,False,101841,10,25,Other,160
12,120000,True,101890,6,27,Other,279973
5,360000,False,80111,10,31,Military,10000
12,104000,True,121649,17,25,Medicine,10000
3,35000,True,28132,3,10,Humanitarian,6951
9,587000,False,353331,6,28,Humanitarian,2685312
11,48000,True,96025,21,22,Military,444744
12,744000,True,737170,30,2,Humanitarian,3078
9,343000,False,170534,17,28,Medicine,1921
4,113000,False,70316,3,24,Other,158425
8,896000,False,27383,11,28,Other,10000
10,750000,True,881938,15,1,Humanitarian,239065
7,819000,True,913539,27,30,Military,234914
1,489000,False,302511,20,12,Other,293379
3,89000,True,77918,12,30,Medicine,10000
1,211000,True,176483,3,18,Medicine,10000
12,806000,False,420642,12,31,Military,10000
9,201000,True,195614,11,2,Humanitarian,495316
6,175000,True,167915,25,13,Medicine,10000
12,955000,True,1033967,27,12,Humanitarian,10000
5,927000,True,1011517,6,30,Humanitarian,10000
12,885000,True,723647,8,17,Medicine,2812
9,615000,True,714175,11,7,Medicine,3519235
3,302000,True,284334,16,4,Other,10000
3,428000,True,458017,25,25,Other,492574
7,452000,False,260253,7,8,Humanitarian,10000
1,393000,True,340090,17,15,Other,216030
9,38000,True,62015,1,1,Military,414365
9,989000,True,933762,14,10,Other,709237
12,408000,True,380450,27,9,Other,156065
1,146000,False,47094,17,16,Military,389989
2,137000,False,79924,19,13,Military,10000
4,790000,False,471563,21,29,Medicine,395324
6,253000,True,280046,23,17,Humanitarian,313371
4,61000,True,69332,3,12,Humanitarian,10000
4,582000,True,526004,13,11,Other,321405
4,715000,True,669980,5,26,Medicine,1502
8,565000,True,630949,20,2,Medicine,310751
11,139000,True,141302,21,22,Humanitarian,10000
8,807000,True,892730,10,26,Medicine,11
5,971000,True,1002847,18,8,Humanitarian,7965
4,922000,True,1002491,18,21,Medicine,10000
8,171000,True,181006,26,31,Military,10000
10,336000,False,54440,30,5,Humanitarian,10000
4,943000,True,1103029,25,27,Military,2732073
1,88000,True,101068,30,29,Military,10000
5,940000,True,852326,15,11,Humanitarian,497508
12,723000,True,839004,30,16,Humanitarian,2255414
6,211000,True,226767,27,14,Medicine,453269
10,344000,True,356194,17,15,Medicine,4977797
4,430000,True,458616,26,28,Military,487780
4,301000,False,28662,4,11,Military,5642799
4,412000,False,237281,23,5,Humanitarian,1700
6,919000,False,822097,18,10,Humanitarian,435964
8,751000,False,270397,1,31,Medicine,10000
6,256000,True,243786,5,30,Humanitarian,376709
11,625000,True,567193,19,17,Medicine,10000
5,784000,True,752123,21,13,Humanitarian,10000
2,325000,True,316433,21,11,Medicine,10000
9,72000,False,59345,6,16,Medicine,10000
5,51000,True,76043,22,27,Military,10000
5,498000,True,559281,2,3,Military,237266
11,3000,False,48,20,17,Humanitarian,10000
4,597000,False,370883,13,7,Military,296553
1,297000,True,275028,21,20,Humanitarian,397059
6,619000,True,547767,5,18,Other,10000
4,915000,True,833143,8,11,Other,5602
3,55000,False,46444,2,10,Other,295208
11,28000,True,26779,5,29,Other,467
4,104000,False,12089,23,9,Humanitarian,215375
3,681000,True,799395,22,23,Military,196315
8,362000,True,379451,31,22,Military,10000
8,524000,True,486441,29,8,Medicine,10000
12,592000,True,501706,23,13,Humanitarian,306312
11,698000,False,678107,26,16,Humanitarian,403238
8,436000,True,368985,24,24,Military,10000
4,414000,True,350336,13,20,Humanitarian,10000
12,773000,True,712225,23,16,Military,10000
2,943000,True,1090379,4,18,Military,10000
10,168000,False,41419,26,6,Humanitarian,10000
7,471000,True,446041,25,25,Military,10000
2,412000,True,336722,6,6,Medicine,144102
9,582000,False,432877,29,19,Other,10000
12,819000,True,973833,31,7,Military,407956
3,821000,False,806659,7,23,Humanitarian,364236
7,94000,True,102995,26,18,Other,4431
10,271000,True,280950,28,18,Other,10000
11,506000,False,145809,17,20,Medicine,114339
3,223000,True,234766,25,28,Military,105617
2,755000,False,270989,15,10,Medicine,6693741
1,96000,False,19097,7,23,Medicine,236125
10,125000,True,125717,6,6,Humanitarian,10000
6,492000,False,320761,14,30,Humanitarian,10000
8,122000,True,122725,17,6,Other,9410
6,926000,False,284809,8,21,Military,10000
7,425000,True,439891,31,8,Other,10000
2,807000,False,328972,21,11,Humanitarian,335446
12,257000,True,246020,29,11,Humanitarian,406030
4,880000,True,893319,12,17,Military,10000
7,778000,False,675104,19,24,Humanitarian,446232
4,547000,True,453664,28,10,Medicine,328633
2,83000,True,81141,30,13,Medicine,8665
3,64000,True,73367,31,19,Other,8589
11,43000,False,6230,13,23,Military,10000
6,881000,True,954940,28,7,Humanitarian,267492
3,341000,True,358994,27,29,Military,194024
12,211000,False,159582,17,21,Military,10000
8,15000,True,14231,31,18,Humanitarian,10000
9,226000,False,201156,2,31,Humanitarian,267314
11,788000,True,910265,30,31,Military,10000
6,457000,True,538741,29,29,Humanitarian,10000
6,820000,False,531020,24,26,Medicine,209384
6,185000,False,24616,24,7,Other,10000
7,367000,True,337552,26,15,Other,10000
6,696000,True,667347,31,28,Humanitarian,10000
10,878000,False,643301,12,28,Humanitarian,10000
2,566000,True,555735,19,9,Military,214819
6,752000,False,600849,17,10,Other,10000
2,351000,True,305107,23,7,Medicine,9704047
6,403000,False,80670,29,11,Humanitarian,10000
9,30000,False,11379,22,14,Other,9549947
8,333000,False,174327,2,4,Humanitarian,114033
9,192000,True,161316,13,18,Other,5731409
7,695000,True,771498,27,12,Other,459203
2,503000,True,421104,20,16,Medicine,10000
1,534000,True,543088,26,11,Medicine,10000
10,432000,True,377315,10,12,Humanitarian,436997
11,557000,False,366425,4,5,Medicine,10000
12,603000,True,615066,26,21,Military,178453
3,354000,True,291437,8,9,Medicine,172566
1,682000,False,180419,22,21,Humanitarian,474383
2,38000,True,30880,4,24,Military,10000
12,19000,True,20996,7,1,Medicine,10000
2,494000,True,550267,2,7,Military,10000
7,124000,True,137279,1,10,Other,10000
5,276000,True,280730,2,5,Military,9389
11,370000,False,237426,29,31,Humanitarian,10000
10,852000,False,229326,21,12,Other,10000
5,233000,True,259420,3,12,Medicine,4220
1,64000,False,27236,1,5,Other,358596
11,567000,True,511973,24,4,Other,10000
11,142000,True,185876,22,27,Military,10000
4,664000,True,783472,7,27,Humanitarian,367302
11,609000,True,667060,19,18,Humanitarian,1798
4,770000,True,785617,13,18,Military,413834
1,353000,True,399679,15,10,Other,10000
7,209000,True,205379,27,10,Other,10000
10,622000,True,708545,17,18,Military,180726
9,483000,False,60099,11,8,Military,397653
6,234000,True,232358,29,15,Medicine,433946
10,66000,True,61584,10,17,Humanitarian,436062
2,572000,False,8436,31,25,Military,4004
5,918000,False,379753,2,19,Medicine,346
10,611000,True,633768,17,19,Military,10000
11,992000,True,999377,28,8,Other,10000
11,977000,True,1023119,9,12,Military,10000
3,619000,False,60304,17,13,Military,154494
4,586000,True,595207,12,17,Military,456570
5,861000,False,48138,21,31,Military,10000
3,894000,True,799903,21,14,Other,239137
3,447000,True,522406,14,17,Military,167681
3,197000,False,185739,21,18,Other,10000
12,735000,True,742242,7,1,Humanitarian,10000
3,197000,True,235286,18,23,Military,454469
1,917000,False,321138,5,29,Military,10000
1,70000,True,74858,1,8,Military,10000
9,428000,False,402305,16,30,Medicine,4452427
3,10000,False,8203,7,28,Humanitarian,340966
5,633000,True,599312,18,4,Other,10000
5,455000,True,374810,12,5,Humanitarian,432780
9,170000,True,140829,22,30,Humanitarian,10000
1,95000,False,49588,26,10,Medicine,10000
9,35000,False,27721,4,11,Humanitarian,3150
4,554000,True,633858,11,14,Military,10000
12,120000,False,57590,27,8,Military,353846
4,229000,False,79900,2,9,Medicine,10000
6,982000,True,930737,3,5,Military,256337
3,913000,True,767702,19,17,Medicine,10000
7,614000,True,695291,20,13,Medicine,10000
2,218000,True,178340,23,24,Humanitarian,10000
8,156000,False,29470,26,5,Military,9867
5,212000,True,227142,19,26,Other,10000
4,333000,True,288796,30,14,Humanitarian,10000
5,593000,False,523243,24,11,Military,10000
1,872000,True,734626,21,18,Military,384841
4,472000,True,428985,5,16,Humanitarian,10000
11,838000,True,674293,10,6,Humanitarian,10000
2,385000,False,167001,8,29,Medicine,10000
7,993000,False,534537,12,16,Humanitarian,317004
6,394000,True,424403,12,22,Military,10000
9,928000,True,992670,3,8,Other,10000
11,230000,True,233102,22,27,Medicine,2133
4,815000,False,358617,22,17,Humanitarian,380699
5,766000,False,50970,10,17,Military,448846
1,316000,False,259626,18,24,Humanitarian,232548
4,621000,True,561557,15,4,Other,10000
2,743000,True,863141,27,12,Medicine,10000
10,276000,False,251615,6,25,Medicine,10000
7,546000,False,518002,4,14,Military,10000
3,92000,False,35872,20,14,Military,10000
10,740000,False,262747,12,3,Military,10000
7,161000,True,184623,4,14,Humanitarian,10000
11,822000,True,847664,3,1,Other,10000
7,494000,True,542915,27,7,Humanitarian,289506
7,462000,True,550262,30,24,Humanitarian,10000
2,85000,True,99603,16,10,Other,5351937
10,568000,True,455125,19,19,Humanitarian,7374
5,368000,False,143462,30,5,Military,10000
3,684000,True,624167,26,16,Humanitarian,10000
7,228000,True,220388,1,25,Humanitarian,450290
6,281000,True,280127,15,26,Humanitarian,10000
11,662000,False,255561,5,14,Medicine,280394
9,542000,True,563408,10,12,Military,10000
6,546000,True,507276,25,30,Humanitarian,8939922
9,359000,True,317747,9,8,Medicine,10000
5,646000,True,683241,18,18,Other,10000
7,594000,False,161031,20,25,Humanitarian,8120690
9,375000,False,175759,28,26,Medicine,10000
10,850000,True,955461,22,27,Military,7375
4,337000,True,283019,5,25,Other,8079
4,884000,True,933452,14,17,Military,344702
3,798000,True,673521,26,6,Medicine,3542
8,459000,True,375234,21,8,Medicine,10000
4,444000,True,385837,25,22,Humanitarian,10000
4,953000,True,772685,21,16,Medicine,251149
11,655000,False,565879,4,12,Humanitarian,274344
8,172000,True,181453,15,1,Medicine,10000
1,631000,True,607152,29,27,Humanitarian,8614
1,658000,False,543245,1,10,Other,10000
6,75000,True,87184,1,9,Humanitarian,7389
9,483000,False,460601,28,18,Other,9756
11,310000,False,196187,25,22,Military,6610
11,205000,False,71426,25,31,Other,10000
6,427000,True,411583,3,1,Humanitarian,1190
11,528000,True,596229,15,22,Other,338732
5,75000,False,45933,24,23,Humanitarian,10000
4,424000,True,393865,7,28,Other,10000
6,849000,False,126738,31,18,Humanitarian,7680241
3,133000,False,105436,19,22,Medicine,10000
4,452000,False,244500,15,9,Humanitarian,296994
5,289000,True,299161,20,7,Other,10000
4,711000,True,791457,15,25,Humanitarian,10000
8,445000,True,392430,18,1,Other,300226
10,784000,True,700795,24,30,Humanitarian,8329218
2,550000,True,497727,16,16,Medicine,162157
6,720000,True,761066,10,14,Other,10000
7,413000,True,402918,3,6,Military,10000
1,905000,True,859720,17,18,Humanitarian,247417
1,280000,True,322770,12,31,Military,315388
10,727000,False,631418,12,20,Medicine,10000
11,414000,True,423339,15,17,Military,236298
4,316000,True,365566,24,12,Other,10000
11,123000,True,143118,19,23,Other,10000
7,559000,True,643183,29,5,Military,10000
8,472000,False,456871,18,10,Military,10000
9,973000,True,1069130,4,1,Medicine,440128
7,652000,True,709676,20,20,Humanitarian,392400
4,698000,False,162143,2,24,Medicine,5683913
5,976000,True,1082259,25,29,Other,10000
10,267000,False,199568,18,26,Medicine,174348
2,147000,True,170534,11,16,Humanitarian,10000
1,799000,True,686076,7,13,Military,10000
6,772000,False,80345,11,17,Military,1770
10,208000,True,180106,10,8,Other,365071
5,818000,True,730292,13,3,Medicine,237702
4,315000,False,122899,27,11,Military,421830
11,173000,False,35977,10,6,Humanitarian,10000
9,372000,True,437931,3,8,Medicine,10000
1,75000,True,79178,26,24,Medicine,10000
12,933000,False,373532,10,27,Other,248191
2,596000,False,418575,6,14,Medicine,10000
2,915000,False,707876,26,13,Medicine,10000
6,338000,True,307416,6,20,Other,428227
4,737000,True,763191,10,11,Military,213264
12,855000,True,777631,3,24,Military,10000
4,734000,False,346529,4,2,Other,10000
10,374000,True,397624,21,20,Medicine,167020
11,103000,True,122444,22,18,Medicine,10000
1,733000,True,665593,7,5,Humanitarian,289931
3,762000,True,872301,9,26,Other,2978
1,780000,True,640577,26,16,Other,10000
10,248000,True,253119,17,4,Other,10000
4,619000,False,270503,29,21,Humanitarian,10000
6,760000,False,297663,24,1,Humanitarian,375974
11,370000,True,299045,25,10,Medicine,10000
1,499000,True,481250,26,10,Medicine,468097
2,828000,True,988711,10,21,Medicine,10000
10,931000,False,257904,20,8,Military,10000
1,532000,True,460977,15,7,Humanitarian,10000
4,278000,True,253148,28,16,Other,10000
9,219000,True,259733,19,3,Humanitarian,243589
7,455000,False,323696,21,28,Military,489462
6,418000,True,336699,19,6,Other,10000
2,10000,False,4054,10,20,Humanitarian,1337
1,825000,False,676392,20,5,Other,10000
4,471000,True,481499,14,2,Other,277054
11,941000,True,982331,1,15,Medicine,10000
3,201000,True,194007,16,24,Humanitarian,10000
1,880000,True,972920,26,31,Other,233721
8,555000,False,357486,30,21,Military,10000
3,674000,True,789548,15,20,Military,10000
3,397000,True,429671,25,28,Military,10000
4,501000,False,393604,12,16,Other,10000
3,346000,True,348684,15,18,Military,156660
9,291000,True,303845,22,23,Military,10000
4,788000,True,817534,21,28,Other,193070
5,723000,True,741532,2,29,Humanitarian,417894
11,228000,True,234721,4,7,Humanitarian,10000
2,439000,False,429495,29,22,Medicine,10000
3,133000,True,127544,19,19,Other,1875
3,97000,True,110098,22,4,Medicine,10000
11,498000,True,579414,9,15,Medicine,251892
2,521000,False,195334,20,10,Humanitarian,10000
3,472000,False,313282,22,29,Humanitarian,494402
8,349000,True,399134,25,15,Humanitarian,73
12,450000,False,363652,5,16,Military,391012
3,27000,True,25708,28,13,Medicine,241022
3,995000,True,959428,30,31,Humanitarian,8378
6,58000,False,4110,16,1,Medicine,10000
4,43000,True,48776,1,15,Humanitarian,5785
11,914000,True,855652,19,25,Humanitarian,10000
3,951000,False,877064,28,31,Other,10000
6,258000,False,208667,17,13,Humanitarian,10000
4,636000,True,592437,20,29,Medicine,10000
12,837000,True,776592,26,28,Other,10000
10,429000,True,475175,1,3,Military,401330
3,281000,True,225720,11,15,Other,439852
7,781000,True,882931,5,15,Medicine,389505
8,550000,True,570966,23,28,Other,270877
12,578000,True,613108,11,3,Military,256447
5,14000,True,15538,16,8,Medicine,10000
12,290000,True,295494,7,3,Humanitarian,9080292
5,678000,True,581533,1,6,Medicine,308711
2,428000,False,416682,22,31,Humanitarian,268985
6,496000,False,411013,7,16,Other,203426
7,527000,True,629082,2,3,Medicine,8172
4,100000,False,52827,30,9,Military,10000
10,52000,True,52622,12,25,Humanitarian,10000
10,37000,True,68338,21,26,Military,10000
11,636000,False,240986,5,20,Military,10000
6,442000,True,425670,6,9,Medicine,10000
8,430000,True,458749,1,7,Medicine,10000
9,495000,True,399172,31,16,Other,2741103
5,103000,True,90715,27,15,Other,10000
4,984000,True,991699,22,20,Humanitarian,10000
9,87000,True,84440,15,16,Other,279547
11,281000,True,279768,11,25,Humanitarian,10000
9,518000,True,453613,20,6,Humanitarian,266389
8,672000,True,711996,1,18,Other,7289
3,952000,True,883822,24,12,Humanitarian,10000
4,499000,False,206739,23,18,Medicine,10000
8,875000,True,976981,12,24,Military,10000
5,772000,True,898120,15,16,Humanitarian,5679
6,740000,True,618845,25,15,Other,4698
10,87000,True,74581,17,17,Other,10000
3,382000,True,347509,5,18,Medicine,10000
7,111000,True,114262,21,20,Medicine,10000
9,859000,True,797897,11,30,Other,10000
12,794000,True,636488,13,11,Medicine,2657096
6,709000,True,726946,4,24,Medicine,372522
6,98000,True,99867,10,19,Medicine,10000
6,183000,True,176936,24,27,Military,260950
9,842000,True,883812,5,7,Military,408002
5,452000,False,407115,12,25,Medicine,342930
5,901000,True,750570,8,21,Humanitarian,10000
12,549000,True,505665,10,16,Military,10000
6,264000,False,55328,18,7,Military,10000
10,740000,True,631892,8,28,Other,10000
10,536000,True,640479,6,19,Medicine,10000
3,558000,True,496985,15,26,Medicine,1938686
8,205000,False,98642,10,22,Humanitarian,164863
5,979000,True,1028610,17,22,Military,10000
11,205000,True,191302,30,28,Humanitarian,10000
5,518000,False,204270,29,29,Other,10000
6,266000,True,234948,25,6,Other,10000
8,396000,True,475134,22,1,Military,10000
3,703000,True,797269,2,15,Other,7536
3,336000,True,312839,15,30,Humanitarian,287014
6,840000,False,428784,9,24,Military,10000
9,911000,True,917353,1,2,Military,10000
4,344000,True,358869,10,18,Medicine,10000
12,12000,True,13889,3,18,Humanitarian,10000
9,771000,False,118329,10,1,Humanitarian,10000
4,379000,False,364622,27,15,Medicine,10000
7,901000,False,569422,3,31,Military,10000
5,858000,True,720965,14,23,Other,10000
3,697000,True,813472,26,3,Humanitarian,10000
9,396000,True,466612,23,2,Medicine,10000
4,835000,False,468628,22,5,Humanitarian,265423
4,116000,True,139828,18,19,Military,140539
8,354000,False,268639,22,19,Medicine,10000
12,851000,True,715530,3,31,Humanitarian,10000
8,788000,True,686537,23,9,Medicine,10000
10,473000,True,505102,18,20,Military,10000
6,90000,True,77743,25,7,Other,406264
9,297000,True,287833,22,22,Other,312633
1,349000,True,406021,22,12,Humanitarian,492505
12,360000,False,31005,7,28,Humanitarian,10000
9,261000,True,261871,29,3,Humanitarian,10000
2,187000,False,33059,19,12,Other,402201
6,314000,True,260221,23,14,Humanitarian,388372
12,645000,True,577260,25,24,Military,1953
1,105000,True,97323,11,2,Other,10000
10,165000,True,161588,14,7,Other,10000
4,72000,True,65564,11,11,Medicine,10000
3,696000,False,452416,20,26,Other,10000
10,379000,False,213658,20,22,Medicine,10000
5,23000,True,25452,3,25,Medicine,5722260
10,414000,True,411625,5,3,Other,397344
5,326000,False,235883,7,14,Other,10000
5,118000,True,138683,26,24,Other,10000
11,112000,False,73273,25,25,Humanitarian,10000
4,176000,True,201578,9,18,Other,10000
3,719000,True,816133,4,21,Other,6131804
11,73000,True,117903,14,17,Military,1369
4,387000,True,345163,4,28,Medicine,10000
5,838000,False,177190,7,5,Humanitarian,10000
8,305000,False,55239,25,24,Medicine,103002
12,142000,True,124168,6,14,Medicine,342241
6,278000,False,164257,9,11,Medicine,10000
8,81000,True,77940,30,24,Humanitarian,115584
5,30000,False,10818,2,25,Other,112078
7,704000,True,707728,13,11,Military,232700
10,754000,True,688255,18,1,Other,140931
12,463000,True,486227,27,21,Humanitarian,409344
11,660000,True,575968,8,13,Medicine,10000
10,197000,True,225661,27,13,Medicine,150789
3,879000,True,704542,6,26,Medicine,10000
5,691000,True,736797,24,26,Military,1131
7,848000,True,697454,10,16,Medicine,5387144
7,865000,True,850828,27,7,Humanitarian,10000
7,742000,True,645558,6,25,Other,10000
4,983000,False,333797,27,12,Medicine,10000
5,646000,True,588672,1,25,Humanitarian,10000
12,146000,True,167180,15,16,Military,10000
4,815000,True,708541,7,5,Other,330084
7,678000,False,420412,3,24,Military,10000
10,374000,True,304555,1,5,Medicine,10000
9,513000,True,607818,30,29,Medicine,287420
1,356000,False,305761,28,28,Humanitarian,5175327
5,483000,True,421492,7,17,Other,10000
7,312000,True,296985,9,13,Medicine,270181
11,953000,True,1120536,31,4,Medicine,10000
1,158000,True,187868,1,1,Other,10000
9,660000,False,103498,6,9,Other,10000
12,269000,True,267555,22,19,Humanitarian,10000
12,22000,False,7484,21,14,Military,312205
7,498000,True,459843,3,30,Other,10000
10,58000,True,61051,22,2,Other,10000
11,237000,True,283331,1,2,Military,4021
9,84000,False,75397,1,8,Humanitarian,174278
10,169000,True,141715,9,9,Other,9629625
1,927000,True,1066087,8,15,Military,6211380
2,516000,True,439078,19,3,Medicine,276415
3,14000,False,3051,19,28,Humanitarian,10000
1,468000,True,463908,19,23,Military,9494188
5,365000,False,26253,14,14,Military,10000
12,479000,True,508038,4,28,Humanitarian,10000
1,260000,True,219658,30,5,Medicine,10000
4,148000,True,146386,30,30,Humanitarian,7626
3,972000,True,947441,3,7,Other,428617
1,181000,True,191645,27,16,Humanitarian,328768
7,742000,True,831720,25,5,Humanitarian,10000
8,699000,False,363035,31,10,Humanitarian,4620
11,914000,True,1040299,7,8,Military,5501251
1,921000,True,1079766,21,24,Humanitarian,10000
3,985000,True,999432,27,31,Military,273670
11,283000,False,175336,28,28,Military,10000
6,581000,True,649606,14,24,Medicine,10000
2,342000,True,303701,5,5,Medicine,10000
7,482000,False,144421,1,23,Other,10000
7,274000,True,299702,10,19,Medicine,454204
8,259000,True,308389,16,18,Military,10000
11,16000,True,16396,15,6,Other,197383
11,804000,False,212848,31,16,Humanitarian,376695
10,277000,True,320114,1,2,Military,10000
12,392000,True,438866,30,1,Military,469879
5,626000,False,519370,2,3,Other,5345119
1,769000,True,619484,4,24,Military,10000
5,629000,True,626977,4,21,Medicine,10000
1,31000,True,35617,3,26,Military,418946
7,300000,False,123321,17,20,Medicine,409311
6,523000,False,516864,24,3,Medicine,10000
4,424000,True,382266,19,9,Humanitarian,10000
7,425000,True,360120,25,10,Medicine,10000
4,262000,True,249933,9,19,Other,449743
9,243000,True,225445,18,14,Other,435324
11,472000,False,309,28,16,Military,10000
9,932000,True,1042029,30,3,Other,7061436
5,771000,True,890976,11,4,Other,10000
4,497000,True,527751,15,16,Military,10000
11,295000,False,161130,17,23,Military,10000
5,570000,True,616269,8,13,Military,491558
3,323000,False,68276,28,28,Medicine,10000
11,627000,False,136808,14,1,Medicine,10000
8,498000,True,407931,6,30,Other,164359
8,471000,True,447829,28,24,Humanitarian,10000
8,414000,False,301131,10,10,Military,10000
1,870000,True,845788,15,8,Military,6358510
1,282000,True,281194,5,14,Humanitarian,10000
4,62000,False,41620,29,28,Humanitarian,10000
7,982000,False,767001,6,19,Military,430680
11,689000,False,289256,7,25,Other,10000
